;model;time;distance;cum_demand_mean;distance_mean;num_nodes_mean;cum_demand_std;distance_std;num_nodes_std;cum_demand_min;distance_min;num_nodes_min;cum_demand_max;distance_max;num_nodes_max;data_id;size
183;OR-Tools;0.571547;14.090351199999999;45.875;1.761;11.0;7.415;0.664;3.071;29.0;0.678;6.0;50.0;2.442;16.0;91;80
184;RL;0.128001;12.32184836268425;43.667;1.369;8.889;10.989;0.417;2.848;15.0;0.399;2.0;50.0;1.795;12.0;92;80
185;OR-Tools;0.453594;11.769921499999999;49.125;1.471;11.0;1.126;0.246;1.604;47.0;1.111;9.0;50.0;1.735;14.0;92;80
186;RL;0.127964;17.49897402524948;45.111;1.944;8.889;10.301;0.728;3.018;18.0;0.554;3.0;50.0;2.839;13.0;93;80
187;OR-Tools;0.498837;17.4896385;45.111;1.943;9.889;10.434;0.697;2.619;18.0;0.553;4.0;50.0;2.914;14.0;93;80
188;RL;0.13896;14.452913463115692;45.4;1.445;8.0;6.433;0.488;1.414;30.0;0.528;5.0;50.0;2.241;10.0;94;80
189;OR-Tools;0.464033;13.96948;45.4;1.397;9.0;4.088;0.518;0.943;38.0;0.455;8.0;50.0;2.25;11.0;94;80
190;RL;0.131003;16.22183957695961;41.5;1.622;8.0;15.116;0.741;3.333;11.0;0.379;2.0;50.0;2.466;11.0;95;80
191;OR-Tools;0.615014;15.7198185;46.111;1.747;9.889;3.48;0.567;1.537;41.0;0.843;8.0;50.0;2.509;13.0;95;80
192;RL;0.144035;15.65600460767746;43.0;1.566;8.0;12.667;0.653;2.906;13.0;0.312;2.0;50.0;2.235;11.0;96;80
193;OR-Tools;0.534036;15.770483599999999;47.778;1.752;9.889;3.346;0.571;1.965;40.0;0.912;7.0;50.0;2.571;13.0;96;80
194;RL;0.144002;17.327354311943054;46.625;2.166;10.0;7.577;0.536;2.673;28.0;1.465;5.0;50.0;3.044;13.0;97;80
195;OR-Tools;0.439031;17.4059374;46.625;2.176;11.0;5.344;0.599;1.927;34.0;1.305;7.0;50.0;2.985;13.0;97;80
196;RL;0.131997;13.020697057247162;45.125;1.628;10.0;7.453;0.513;2.268;28.0;0.922;7.0;50.0;2.46;14.0;98;80
197;OR-Tools;0.634032;13.139629;45.125;1.642;11.0;9.731;0.662;3.665;22.0;0.875;4.0;50.0;2.649;16.0;98;80
198;RL;0.131963;17.221156805753708;44.0;1.722;8.0;9.955;0.719;2.357;18.0;0.439;3.0;50.0;2.877;11.0;99;80
199;OR-Tools;0.481083;16.7703477;48.889;1.863;9.889;1.9;0.554;1.453;44.0;0.895;8.0;50.0;2.658;13.0;99;80
0;RL;0.143965;15.308196485042572;43.7;1.531;9.0;12.893;0.649;3.496;8.0;0.262;1.0;50.0;2.294;13.0;0;90
1;OR-Tools;0.633133;15.817489700000001;48.556;1.757;11.0;2.242;0.616;1.658;43.0;0.99;9.0;50.0;2.81;14.0;0;90
2;RL;0.141965;20.055892884731293;46.0;2.006;9.0;9.854;0.575;2.449;18.0;0.949;3.0;50.0;2.89;11.0;1;90
3;OR-Tools;0.564152;20.260218899999998;46.0;2.026;10.0;9.545;0.635;2.708;19.0;1.129;4.0;50.0;3.257;14.0;1;90
4;RL;0.135969;13.306807398796082;43.222;1.479;10.0;11.2;0.616;4.472;20.0;0.626;3.0;50.0;2.475;18.0;2;90
5;OR-Tools;0.624391;13.2347035;48.625;1.654;12.25;2.134;0.62;1.982;44.0;0.642;9.0;50.0;2.69;15.0;2;90
6;RL;0.145007;16.107704490423203;42.818;1.464;8.182;14.268;0.713;3.157;7.0;0.115;1.0;50.0;2.443;12.0;3;90
7;OR-Tools;0.630763;16.400818700000002;47.1;1.64;10.0;4.358;0.601;1.826;36.0;0.771;7.0;50.0;2.641;13.0;3;90
8;RL;0.140093;15.12294340133667;48.444;1.68;10.0;3.245;0.31;1.936;40.0;1.431;7.0;50.0;2.316;13.0;4;90
9;OR-Tools;0.68005;14.529175200000001;48.444;1.614;11.0;2.297;0.484;2.398;43.0;0.963;9.0;50.0;2.661;15.0;4;90
10;RL;0.143522;13.325614333152771;45.1;1.333;9.0;8.13;0.228;2.261;23.0;0.798;3.0;50.0;1.567;11.0;5;90
11;OR-Tools;0.77303;13.048650299999998;45.1;1.305;10.0;10.408;0.449;2.625;16.0;0.222;3.0;50.0;1.858;12.0;5;90
12;RL;0.133963;15.105857908725739;47.889;1.678;10.0;2.713;0.559;2.345;43.0;0.662;7.0;50.0;2.609;14.0;6;90
13;OR-Tools;0.544677;14.783968;47.889;1.643;11.0;2.369;0.561;2.345;43.0;0.807;9.0;50.0;2.333;16.0;6;90
14;RL;0.141969;17.76646214723587;46.2;1.777;9.0;6.197;0.561;2.449;29.0;0.982;4.0;50.0;2.832;12.0;7;90
15;OR-Tools;0.577603;18.322216299999997;46.2;1.832;10.0;7.969;0.666;2.16;24.0;0.852;5.0;50.0;2.909;13.0;7;90
16;RL;0.123033;17.008880376815796;49.0;1.89;10.0;1.5;0.559;2.236;46.0;1.171;7.0;50.0;2.714;13.0;8;90
17;OR-Tools;0.510032;17.1633307;49.0;1.907;11.0;1.732;0.621;2.5;45.0;0.855;7.0;50.0;2.531;15.0;8;90
18;RL;0.141963;13.918764233589172;47.6;1.392;9.0;2.633;0.396;1.633;41.0;0.617;6.0;50.0;1.775;11.0;9;90
19;OR-Tools;0.619138;14.1220484;47.6;1.412;10.0;1.713;0.455;0.816;45.0;0.832;9.0;50.0;2.039;11.0;9;90
20;RL;0.154101;15.438484251499176;46.8;1.544;9.0;5.653;0.462;2.539;31.0;0.718;4.0;50.0;2.103;13.0;10;90
21;OR-Tools;0.50688;15.654519099999998;46.8;1.565;10.0;4.638;0.477;1.563;36.0;0.811;7.0;50.0;2.545;12.0;10;90
22;RL;0.153961;13.694346278905869;44.3;1.369;9.0;8.68;0.597;2.449;26.0;0.422;4.0;50.0;2.153;12.0;11;90
23;OR-Tools;0.345255;15.9303092;49.222;1.77;11.0;2.333;0.787;1.732;43.0;0.648;8.0;50.0;2.821;13.0;11;90
24;RL;0.140968;12.772364631295204;42.8;1.277;9.0;12.145;0.483;3.399;9.0;0.224;1.0;50.0;1.855;13.0;12;90
25;OR-Tools;0.544077;13.5087558;47.556;1.501;11.0;5.27;0.632;2.739;34.0;0.818;7.0;50.0;2.751;16.0;12;90
26;RL;0.141963;15.35281354188919;44.636;1.396;8.182;10.356;0.49;3.027;15.0;0.639;2.0;50.0;2.105;13.0;13;90
27;OR-Tools;0.41783;16.405446;49.1;1.641;10.0;1.912;0.519;1.633;44.0;0.734;8.0;50.0;2.72;13.0;13;90
28;RL;0.155048;13.359443843364716;46.9;1.336;9.0;4.383;0.322;1.491;35.0;0.795;7.0;50.0;1.686;12.0;14;90
29;OR-Tools;0.383;14.6629931;46.9;1.466;10.0;7.141;0.523;2.539;27.0;0.55;5.0;50.0;2.226;13.0;14;90
30;RL;0.153961;15.098148465156555;42.3;1.51;9.0;12.065;0.489;3.266;18.0;0.773;3.0;50.0;2.031;13.0;15;90
31;OR-Tools;0.625095;14.5171696;47.0;1.613;11.0;6.062;0.432;1.732;31.0;0.711;7.0;50.0;2.132;13.0;15;90
32;RL;0.146002;14.24526822566986;45.6;1.425;9.0;9.033;0.603;2.749;23.0;0.525;3.0;50.0;2.299;12.0;16;90
33;OR-Tools;0.579286;14.2533373;45.6;1.425;10.0;9.466;0.655;2.906;20.0;0.484;4.0;50.0;2.155;15.0;16;90
34;RL;0.159523;12.795083582401276;45.0;1.28;9.0;9.226;0.453;2.357;19.0;0.312;4.0;50.0;1.772;11.0;17;90
35;OR-Tools;0.644837;12.973394200000001;45.0;1.297;10.0;8.692;0.513;2.667;25.0;0.423;4.0;50.0;1.939;13.0;17;90
36;RL;0.135961;17.079172492027283;45.667;1.898;10.0;9.028;0.607;2.693;22.0;0.774;5.0;50.0;2.952;13.0;18;90
37;OR-Tools;0.538552;16.8666427;45.667;1.874;11.0;11.543;0.747;3.317;15.0;0.38;3.0;50.0;2.912;14.0;18;90
38;RL;0.165964;13.118366837501526;46.0;1.312;9.0;9.568;0.286;2.055;19.0;0.953;4.0;50.0;1.86;11.0;19;90
39;OR-Tools;0.511083;13.4240439;46.0;1.342;10.0;5.375;0.397;1.247;34.0;0.811;8.0;50.0;2.003;12.0;19;90
40;RL;0.143038;14.946180164813995;45.1;1.495;9.0;11.14;0.591;2.667;14.0;0.448;3.0;50.0;2.386;12.0;20;90
41;OR-Tools;0.632237;14.6604831;45.1;1.466;10.0;6.724;0.522;2.749;33.0;0.528;6.0;50.0;2.153;15.0;20;90
42;RL;0.148002;16.64942330121994;45.5;1.665;9.0;6.819;0.591;2.449;31.0;0.656;5.0;50.0;2.45;13.0;21;90
43;OR-Tools;0.489555;17.503408500000003;45.5;1.75;10.0;7.92;0.641;2.944;26.0;0.596;5.0;50.0;2.5;14.0;21;90
44;RL;0.144968;16.61174628138542;44.3;1.661;9.0;13.183;0.624;3.367;7.0;0.454;1.0;50.0;2.286;14.0;22;90
45;OR-Tools;0.61411;16.672811399999997;49.222;1.853;11.0;1.986;0.566;1.414;44.0;0.74;8.0;50.0;2.918;13.0;22;90
46;RL;0.149964;16.990179121494293;46.4;1.699;9.0;8.017;0.554;2.539;24.0;0.761;3.0;50.0;2.417;12.0;23;90
47;OR-Tools;0.596568;17.5520942;46.4;1.755;10.0;6.835;0.619;2.261;29.0;0.613;6.0;50.0;2.684;13.0;23;90
48;RL;0.149029;16.014689326286316;46.8;1.601;9.0;5.16;0.468;1.563;33.0;0.603;7.0;50.0;2.162;11.0;24;90
49;OR-Tools;0.747982;16.485024699999997;46.8;1.649;10.0;3.49;0.4;1.247;39.0;1.029;7.0;50.0;2.212;11.0;24;90
50;RL;0.144;15.38367211818695;48.4;1.538;9.0;1.35;0.332;1.054;46.0;1.13;7.0;50.0;2.003;10.0;25;90
51;OR-Tools;0.492031;14.2306413;48.4;1.423;10.0;2.591;0.393;1.414;42.0;0.863;8.0;50.0;1.995;12.0;25;90
52;RL;0.157003;16.063610315322876;45.3;1.606;9.0;10.853;0.648;2.708;15.0;0.278;2.0;50.0;2.429;12.0;26;90
53;OR-Tools;0.586999;16.139331199999997;45.3;1.614;10.0;12.824;0.738;3.3;9.0;0.118;2.0;50.0;2.58;13.0;26;90
54;RL;0.175999;12.190576672554016;46.222;1.355;10.0;3.563;0.41;1.732;38.0;0.802;7.0;50.0;1.974;12.0;27;90
55;OR-Tools;0.750002;12.4637524;46.222;1.385;11.0;7.429;0.519;2.55;27.0;0.535;6.0;50.0;1.931;14.0;27;90
56;RL;0.14096;12.115906327962875;44.444;1.346;10.0;13.352;0.455;3.64;9.0;0.234;1.0;50.0;1.857;13.0;28;90
57;OR-Tools;0.708038;12.8731886;50.0;1.609;12.25;0.0;0.502;1.165;50.0;0.989;11.0;50.0;2.294;14.0;28;90
58;RL;0.135955;16.556899547576904;45.9;1.656;9.0;7.325;0.528;2.055;29.0;0.791;7.0;50.0;2.334;13.0;29;90
59;OR-Tools;0.782088;17.1858964;45.9;1.719;10.0;8.736;0.571;2.708;23.0;0.54;5.0;50.0;2.4;15.0;29;90
60;RL;0.145001;16.059778094291687;44.0;1.606;9.0;11.333;0.509;3.266;18.0;0.85;3.0;50.0;2.248;14.0;30;90
61;OR-Tools;0.624019;15.853994800000002;48.889;1.762;11.0;1.537;0.495;2.121;46.0;1.015;9.0;50.0;2.431;16.0;30;90
62;RL;0.149963;20.19794499874115;45.273;1.836;8.182;11.244;0.692;2.523;12.0;0.637;2.0;50.0;2.827;11.0;31;90
63;OR-Tools;0.452002;20.552033899999998;49.8;2.055;10.0;0.632;0.75;1.414;48.0;0.928;8.0;50.0;3.049;13.0;31;90
64;RL;0.165996;16.199650198221207;46.636;1.473;8.182;6.439;0.506;1.888;28.0;0.362;4.0;50.0;2.26;10.0;32;90
65;OR-Tools;0.648184;15.982577100000004;46.636;1.453;9.182;6.889;0.515;1.722;27.0;0.796;7.0;50.0;2.141;13.0;32;90
66;RL;0.171964;14.71136674284935;41.8;1.471;9.0;12.831;0.598;3.432;8.0;0.406;1.0;50.0;2.119;12.0;33;90
67;OR-Tools;0.926035;14.5183105;46.444;1.613;11.0;3.087;0.451;2.5;42.0;1.015;7.0;50.0;2.243;15.0;33;90
68;RL;0.169965;15.968990862369537;46.2;1.597;9.0;4.158;0.549;1.7;37.0;0.943;6.0;49.0;2.403;12.0;34;90
69;OR-Tools;0.493036;15.575948799999999;46.2;1.558;10.0;7.969;0.701;1.826;24.0;0.571;7.0;50.0;2.712;13.0;34;90
70;RL;0.145994;14.459255754947662;45.2;1.446;9.0;4.872;0.466;2.0;36.0;0.612;6.0;50.0;2.149;12.0;35;90
71;OR-Tools;0.544984;14.716051600000002;45.2;1.472;10.0;8.522;0.598;2.906;23.0;0.348;4.0;50.0;2.39;13.0;35;90
72;RL;0.136019;13.885951280593872;44.545;1.262;8.182;10.377;0.31;2.523;15.0;0.581;2.0;50.0;1.812;11.0;36;90
73;OR-Tools;0.551656;14.7316889;49.0;1.473;10.0;2.211;0.468;1.247;43.0;0.795;8.0;50.0;2.357;12.0;36;90
74;RL;0.165;15.45518285036087;44.1;1.546;9.0;9.219;0.622;2.944;20.0;0.613;4.0;50.0;2.377;13.0;37;90
75;OR-Tools;0.446174;16.6783468;49.0;1.853;11.0;1.118;0.686;2.179;47.0;0.804;8.0;50.0;2.767;14.0;37;90
76;RL;0.130997;12.99834656715393;45.556;1.444;10.0;5.223;0.34;2.345;34.0;0.878;7.0;50.0;2.013;15.0;38;90
77;OR-Tools;0.684591;12.878344;45.556;1.431;11.0;5.028;0.337;2.739;34.0;0.946;7.0;50.0;2.005;15.0;38;90
78;RL;0.125992;15.558830976486206;43.9;1.556;9.0;12.801;0.67;3.127;8.0;0.215;1.0;50.0;2.406;12.0;39;90
79;OR-Tools;0.949632;16.0996648;48.778;1.789;11.0;1.641;0.559;1.658;45.0;1.009;8.0;50.0;2.344;13.0;39;90
80;RL;0.159;12.81354209780693;44.5;1.281;9.0;6.621;0.43;2.309;29.0;0.395;4.0;50.0;1.778;12.0;40;90
81;OR-Tools;0.456006;13.4410949;49.444;1.493;11.0;1.333;0.463;1.581;46.0;0.806;9.0;50.0;2.06;13.0;40;90
82;RL;0.140966;19.730645716190338;46.5;1.973;9.0;5.255;0.632;2.0;36.0;0.916;6.0;50.0;2.988;12.0;41;90
83;OR-Tools;0.496035;20.252535200000004;46.5;2.025;10.0;11.068;0.726;2.708;15.0;0.349;4.0;50.0;2.944;15.0;41;90
84;RL;0.128887;18.890171766281128;43.182;1.717;8.182;13.732;0.732;2.926;7.0;0.307;1.0;50.0;2.727;11.0;42;90
85;OR-Tools;0.516493;18.6232898;47.5;1.862;10.0;7.215;0.586;2.16;27.0;0.666;6.0;50.0;2.705;14.0;42;90
86;RL;0.163964;14.12679660320282;43.7;1.413;9.0;10.667;0.58;2.667;16.0;0.275;3.0;50.0;2.209;12.0;43;90
87;OR-Tools;0.48079;14.308657100000001;48.556;1.59;11.0;2.555;0.445;1.225;42.0;0.946;9.0;50.0;2.13;13.0;43;90
88;RL;0.14598;18.300367534160614;46.222;2.033;10.0;9.497;0.7;3.122;21.0;0.596;4.0;50.0;2.796;14.0;44;90
89;OR-Tools;0.558041;19.0729842;46.222;2.119;11.0;5.783;0.602;2.693;32.0;1.3;7.0;50.0;3.057;15.0;44;90
90;RL;0.140996;15.478618308901787;41.2;1.548;9.0;15.718;0.616;3.59;10.0;0.15;2.0;50.0;2.241;12.0;45;90
91;OR-Tools;0.531032;15.1926389;45.778;1.688;11.0;9.744;0.527;2.828;20.0;0.476;4.0;50.0;2.108;13.0;45;90
92;RL;0.158995;15.294740498065948;45.1;1.529;9.0;6.471;0.544;2.309;32.0;0.628;5.0;50.0;2.217;13.0;46;90
93;OR-Tools;0.654556;15.570327500000001;45.1;1.557;10.0;8.252;0.556;2.867;23.0;0.68;4.0;50.0;2.357;14.0;46;90
94;RL;0.143979;15.724539816379547;44.1;1.572;9.0;9.632;0.693;2.625;26.0;0.338;5.0;50.0;2.54;13.0;47;90
95;OR-Tools;0.611;15.5503323;49.0;1.728;11.0;0.866;0.588;1.658;48.0;0.822;9.0;50.0;2.533;13.0;47;90
96;RL;0.150962;15.685871198773384;42.4;1.569;9.0;14.478;0.666;3.528;5.0;0.102;1.0;50.0;2.417;14.0;48;90
97;OR-Tools;0.607239;15.5113038;47.111;1.723;11.0;6.009;0.514;2.062;32.0;0.885;8.0;50.0;2.421;15.0;48;90
98;RL;0.132998;15.38882839679718;47.6;1.539;9.0;3.169;0.346;1.764;39.0;0.811;7.0;50.0;1.977;12.0;49;90
99;OR-Tools;0.561039;15.587115400000002;47.6;1.559;10.0;7.245;0.472;2.494;27.0;0.564;5.0;50.0;2.004;14.0;49;90
100;RL;0.142963;20.334103226661682;48.9;2.033;9.0;2.47;0.594;1.491;42.0;1.114;7.0;50.0;2.872;12.0;50;90
101;OR-Tools;0.46904;20.341012099999997;48.9;2.034;10.0;2.183;0.699;1.7;43.0;1.099;7.0;50.0;3.238;12.0;50;90
102;RL;0.123002;15.817690253257751;47.0;1.758;10.0;5.339;0.703;2.398;34.0;0.432;5.0;50.0;2.739;13.0;51;90
103;OR-Tools;0.491001;16.1575716;47.0;1.795;11.0;7.194;0.752;2.121;28.0;0.71;7.0;50.0;2.727;14.0;51;90
104;RL;0.142963;14.195627629756927;44.727;1.291;8.182;9.509;0.56;2.272;17.0;0.324;2.0;50.0;2.222;10.0;52;90
105;OR-Tools;0.476998;14.9439829;49.2;1.494;10.0;2.201;0.475;2.211;43.0;0.785;7.0;50.0;2.479;15.0;52;90
106;RL;0.13402;18.68341076374054;48.111;2.076;10.0;3.444;0.419;2.828;40.0;1.5;8.0;50.0;2.613;17.0;53;90
107;OR-Tools;0.458044;18.7628126;48.111;2.085;11.0;3.48;0.604;2.0;40.0;0.967;9.0;50.0;2.772;15.0;53;90
108;RL;0.142958;14.882349073886871;47.1;1.488;9.0;4.012;0.364;1.333;37.0;0.88;7.0;50.0;1.963;11.0;54;90
109;OR-Tools;0.468039;14.848293000000002;47.1;1.485;10.0;4.841;0.368;2.055;34.0;0.962;7.0;50.0;2.007;13.0;54;90
110;RL;0.138008;12.807899951934814;47.222;1.423;10.0;5.783;0.461;2.0;32.0;0.654;6.0;50.0;2.231;12.0;55;90
111;OR-Tools;0.827964;13.9541462;47.222;1.55;11.0;3.308;0.669;1.871;42.0;0.651;9.0;50.0;2.642;14.0;55;90
112;RL;0.120994;14.720657527446747;46.4;1.472;9.0;5.562;0.503;1.944;32.0;0.916;5.0;50.0;2.318;12.0;56;90
113;OR-Tools;0.610081;14.6707778;46.4;1.467;10.0;6.753;0.537;1.944;31.0;0.793;7.0;50.0;2.179;12.0;56;90
114;RL;0.140982;16.355446875095367;47.0;1.636;9.0;7.409;0.567;1.826;26.0;0.805;6.0;50.0;2.343;12.0;57;90
115;OR-Tools;0.454607;16.3996554;47.0;1.64;10.0;5.657;0.56;2.539;32.0;0.428;5.0;50.0;2.271;14.0;57;90
116;RL;0.141014;13.727605521678925;43.818;1.248;8.182;12.513;0.467;2.822;14.0;0.484;2.0;50.0;1.991;12.0;58;90
117;OR-Tools;0.656185;13.625371200000002;48.2;1.363;10.0;2.616;0.367;2.0;42.0;0.743;6.0;50.0;1.859;14.0;58;90
118;RL;0.115961;15.165218733251095;44.5;1.517;9.0;14.254;0.638;3.3;4.0;0.122;1.0;50.0;2.231;14.0;59;90
119;OR-Tools;0.413086;15.218891499999998;49.444;1.691;11.0;0.726;0.607;1.118;48.0;0.854;10.0;50.0;2.547;13.0;59;90
120;RL;0.153962;14.614599257707596;44.167;1.218;7.5;11.923;0.342;2.195;7.0;0.475;1.0;50.0;1.834;9.0;60;90
121;OR-Tools;0.656084;14.578314899999999;48.182;1.325;9.182;1.94;0.267;1.25;43.0;0.938;7.0;50.0;1.852;11.0;60;90
122;RL;0.139001;13.609079599380493;48.0;1.512;10.0;2.958;0.268;1.414;42.0;1.217;7.0;50.0;2.013;12.0;61;90
123;OR-Tools;0.375181;13.7964809;48.0;1.533;11.0;3.279;0.343;2.0;41.0;0.931;9.0;50.0;1.869;15.0;61;90
124;RL;0.122998;16.676702618598938;47.0;1.668;9.0;4.522;0.467;1.563;38.0;1.027;6.0;50.0;2.19;11.0;62;90
125;OR-Tools;0.517998;16.9190331;47.0;1.692;10.0;6.799;0.6;1.7;29.0;0.685;7.0;50.0;2.413;13.0;62;90
126;RL;0.125964;16.924969136714935;42.9;1.692;9.0;12.315;0.738;3.232;11.0;0.322;3.0;50.0;2.545;13.0;63;90
127;OR-Tools;0.372;17.075332999999997;47.667;1.897;11.0;3.841;0.635;1.581;39.0;0.924;9.0;50.0;2.657;13.0;63;90
128;RL;0.13696;13.574124455451965;45.4;1.357;9.0;8.113;0.361;2.449;23.0;0.643;3.0;50.0;1.813;11.0;64;90
129;OR-Tools;0.503618;14.6137921;45.4;1.461;10.0;8.669;0.505;1.944;22.0;0.576;6.0;50.0;2.437;12.0;64;90
130;RL;0.121037;13.541285336017609;48.2;1.354;9.0;2.044;0.376;1.886;45.0;0.813;7.0;50.0;1.972;12.0;65;90
131;OR-Tools;0.733048;13.141268499999999;48.2;1.314;10.0;2.821;0.402;1.7;41.0;0.558;7.0;50.0;1.857;12.0;65;90
132;RL;0.136964;17.495694898068905;44.182;1.591;8.182;11.737;0.688;2.676;9.0;0.121;1.0;50.0;2.366;11.0;66;90
133;OR-Tools;0.587029;18.013041;48.6;1.801;10.0;2.271;0.737;1.563;43.0;0.747;8.0;50.0;2.873;13.0;66;90
134;RL;0.127966;13.217932522296906;46.6;1.322;9.0;5.835;0.354;2.055;31.0;0.792;5.0;50.0;1.986;12.0;67;90
135;OR-Tools;0.611999;13.4227488;46.6;1.342;10.0;6.433;0.584;2.357;29.0;0.758;5.0;50.0;2.358;13.0;67;90
136;RL;0.124996;15.497170269489288;43.636;1.409;8.182;10.211;0.559;2.401;18.0;0.654;3.0;50.0;2.185;12.0;68;90
137;OR-Tools;0.55107;15.936728500000001;48.0;1.594;10.0;1.414;0.599;2.108;46.0;0.715;8.0;50.0;2.674;14.0;68;90
138;RL;0.136961;17.24747860431671;44.636;1.568;8.182;6.054;0.497;1.888;30.0;0.56;5.0;50.0;2.294;11.0;69;90
139;OR-Tools;0.594635;17.6167415;49.1;1.762;10.0;2.514;0.501;1.633;42.0;0.882;7.0;50.0;2.342;13.0;69;90
140;RL;0.136997;15.74387925863266;44.818;1.431;8.182;8.023;0.535;2.089;24.0;0.735;4.0;50.0;2.211;11.0;70;90
141;OR-Tools;0.515037;15.8356175;49.3;1.584;10.0;0.823;0.496;0.943;48.0;0.872;9.0;50.0;2.466;11.0;70;90
142;RL;0.124963;14.664779007434845;45.6;1.466;9.0;3.864;0.544;2.108;39.0;0.647;6.0;50.0;2.189;13.0;71;90
143;OR-Tools;0.436552;15.329451900000002;45.6;1.533;10.0;5.358;0.661;3.232;35.0;0.531;6.0;50.0;2.404;17.0;71;90
144;RL;0.140962;18.734421387314796;44.4;1.873;9.0;13.277;0.814;3.59;7.0;0.133;1.0;50.0;2.921;14.0;72;90
145;OR-Tools;0.571002;19.5600912;49.333;2.173;11.0;1.323;0.649;2.179;47.0;0.995;9.0;50.0;3.003;15.0;72;90
146;RL;0.129962;13.84786719083786;44.0;1.385;9.0;7.817;0.321;2.0;24.0;0.917;7.0;50.0;1.904;13.0;73;90
147;OR-Tools;0.498035;13.220535599999998;48.889;1.469;11.0;1.764;0.387;1.414;46.0;0.935;9.0;50.0;2.027;13.0;73;90
148;RL;0.122963;16.39160454273224;47.6;1.639;9.0;2.459;0.313;1.247;44.0;1.094;7.0;50.0;2.032;11.0;74;90
149;OR-Tools;0.610998;16.8871408;47.6;1.689;10.0;4.526;0.476;2.16;37.0;0.829;7.0;50.0;2.224;14.0;74;90
150;RL;0.134999;13.421328067779541;45.1;1.342;9.0;8.02;0.317;2.449;23.0;0.892;5.0;50.0;1.789;13.0;75;90
151;OR-Tools;0.559052;13.130568;45.1;1.313;10.0;5.763;0.411;2.357;32.0;0.708;7.0;50.0;1.77;15.0;75;90
152;RL;0.133002;16.035822570323944;40.8;1.604;9.0;13.612;0.561;3.496;18.0;0.53;4.0;50.0;2.298;16.0;76;90
153;OR-Tools;0.673035;16.7743808;45.333;1.864;11.0;13.257;0.815;3.808;10.0;0.255;3.0;50.0;3.048;15.0;76;90
154;RL;0.121958;12.032095938920975;46.222;1.337;10.0;8.467;0.458;3.162;24.0;0.236;3.0;50.0;1.91;15.0;77;90
155;OR-Tools;0.676039;11.837723700000002;46.222;1.315;11.0;4.577;0.201;1.225;39.0;1.026;9.0;50.0;1.547;13.0;77;90
156;RL;0.125487;15.660394549369812;46.2;1.566;9.0;3.706;0.489;1.886;38.0;1.011;6.0;49.0;2.311;12.0;78;90
157;OR-Tools;0.639024;15.8224167;46.2;1.582;10.0;6.925;0.455;1.633;30.0;0.856;7.0;50.0;2.397;12.0;78;90
158;RL;0.13;15.990354210138321;43.9;1.599;9.0;13.076;0.668;3.127;7.0;0.145;1.0;50.0;2.416;13.0;79;90
159;OR-Tools;0.466019;15.6965597;48.778;1.744;11.0;2.949;0.757;2.179;41.0;0.732;7.0;50.0;2.831;15.0;79;90
160;RL;0.143002;13.204446792602539;47.444;1.467;10.0;3.504;0.441;1.658;40.0;0.854;8.0;50.0;2.062;13.0;80;90
161;OR-Tools;0.677633;13.9867144;47.444;1.554;11.0;2.651;0.534;1.803;43.0;0.837;8.0;50.0;2.251;14.0;80;90
162;RL;0.130997;14.906636953353882;43.4;1.491;9.0;11.862;0.493;3.432;11.0;0.567;2.0;50.0;2.048;14.0;81;90
163;OR-Tools;0.445051;15.295685599999999;48.222;1.7;11.0;3.346;0.582;1.803;40.0;1.124;9.0;50.0;3.051;15.0;81;90
164;RL;0.131975;13.736809074878693;44.2;1.374;9.0;6.647;0.389;1.247;34.0;0.873;6.0;50.0;1.885;10.0;82;90
165;OR-Tools;0.426082;15.876250299999999;49.111;1.764;11.0;2.667;0.529;2.121;42.0;0.8;9.0;50.0;2.616;14.0;82;90
166;RL;0.116997;12.923724748194218;44.1;1.292;9.0;12.862;0.52;3.399;8.0;0.093;1.0;50.0;1.957;13.0;83;90
167;OR-Tools;0.561052;13.153263800000001;49.0;1.461;11.0;1.323;0.446;1.0;46.0;0.945;9.0;50.0;2.105;12.0;83;90
168;RL;0.133968;15.26763778924942;45.3;1.527;9.0;8.056;0.523;2.357;27.0;0.739;6.0;50.0;2.154;12.0;84;90
169;OR-Tools;0.586075;15.500179900000001;45.3;1.55;10.0;13.115;0.653;3.127;8.0;0.158;2.0;50.0;2.568;13.0;84;90
170;RL;0.118951;15.046534419059753;44.5;1.505;9.0;12.66;0.693;3.3;9.0;0.241;1.0;50.0;2.272;12.0;85;90
171;OR-Tools;0.615942;15.1632621;49.444;1.685;11.0;0.527;0.606;1.658;49.0;0.647;9.0;50.0;2.403;14.0;85;90
172;RL;0.136997;14.585316330194473;43.6;1.459;9.0;11.108;0.667;2.582;18.0;0.363;3.0;50.0;2.34;12.0;86;90
173;OR-Tools;0.855651;14.568239599999998;48.444;1.619;11.0;2.186;0.595;1.0;45.0;0.889;10.0;50.0;2.352;13.0;86;90
174;RL;0.12;13.417712450027466;46.889;1.491;10.0;6.431;0.311;2.693;30.0;1.016;5.0;50.0;1.908;13.0;87;90
175;OR-Tools;0.536145;12.7393419;46.889;1.415;11.0;5.231;0.476;2.398;34.0;0.838;8.0;50.0;2.201;14.0;87;90
176;RL;0.148518;14.144335493445396;45.091;1.286;8.182;10.549;0.565;2.316;14.0;0.054;2.0;50.0;1.937;11.0;88;90
