;model;time;distance;cum_demand_mean;distance_mean;num_nodes_mean;cum_demand_std;distance_std;num_nodes_std;cum_demand_min;distance_min;num_nodes_min;cum_demand_max;distance_max;num_nodes_max;data_id;size
165;OR-Tools;1.709525;18.8219205;48.5;1.568;11.0;1.314;0.578;1.706;46.0;0.287;9.0;50.0;2.109;14.0;82;120
166;RL;0.187577;17.49919629096985;45.273;1.591;10.909;9.551;0.662;3.39;18.0;0.482;4.0;50.0;2.687;16.0;83;120
167;OR-Tools;1.065369;17.8361405;49.8;1.784;13.0;0.422;0.554;2.309;49.0;0.811;10.0;50.0;2.664;16.0;83;120
168;RL;0.177003;18.3311625123024;49.0;1.666;10.909;1.673;0.51;2.166;45.0;0.772;8.0;50.0;2.494;14.0;84;120
169;OR-Tools;0.700866;18.910255499999998;49.0;1.719;11.909;2.366;0.667;1.514;42.0;0.932;9.0;50.0;3.032;14.0;84;120
170;RL;0.160996;19.1121843457222;47.692;1.47;9.231;2.926;0.508;2.242;40.0;0.629;6.0;50.0;2.289;13.0;85;120
171;OR-Tools;1.259574;18.589857499999997;47.692;1.43;10.231;4.171;0.564;2.242;38.0;0.263;6.0;50.0;2.391;13.0;85;120
172;RL;0.191996;17.55820071697235;43.214;1.254;8.571;11.226;0.461;2.954;12.0;0.257;2.0;50.0;1.949;13.0;86;120
173;OR-Tools;0.854447;16.9388777;46.538;1.303;10.231;8.676;0.454;2.204;18.0;0.593;4.0;50.0;2.186;13.0;86;120
174;RL;0.184954;19.833658039569855;45.286;1.417;8.571;10.887;0.564;2.98;8.0;0.266;1.0;50.0;2.215;12.0;87;120
175;OR-Tools;0.651709;19.7101304;48.769;1.516;10.231;1.964;0.566;1.739;43.0;0.662;7.0;50.0;2.425;13.0;87;120
176;RL;0.18396;21.60127490758896;45.692;1.662;9.231;9.49;0.584;2.315;22.0;0.588;5.0;50.0;2.469;12.0;88;120
177;OR-Tools;0.775408;22.574769399999997;49.5;1.881;11.0;0.674;0.611;1.954;48.0;1.042;8.0;50.0;2.865;14.0;88;120
178;RL;0.198005;19.869483023881912;45.462;1.528;9.231;9.905;0.633;3.004;18.0;0.352;3.0;50.0;2.52;15.0;89;120
179;OR-Tools;0.645834;20.7924655;49.25;1.733;11.0;2.301;0.564;1.206;42.0;0.869;9.0;50.0;2.549;13.0;89;120
180;RL;0.187964;16.43481284379959;44.769;1.264;9.231;11.016;0.591;2.774;10.0;0.321;2.0;50.0;2.37;13.0;90;120
181;OR-Tools;0.873902;17.487196599999997;48.5;1.457;11.0;2.023;0.651;1.706;45.0;0.605;9.0;50.0;2.809;14.0;90;120
182;RL;0.185964;20.953004360198975;47.0;1.497;8.571;3.922;0.435;1.697;38.0;0.907;6.0;50.0;2.281;11.0;91;120
183;OR-Tools;1.46731;20.2215714;47.0;1.444;9.571;4.506;0.474;1.742;38.0;0.676;6.0;50.0;2.185;12.0;91;120
184;RL;0.185965;20.10559093952179;46.583;1.675;10.0;6.802;0.4;1.954;26.0;1.198;5.0;50.0;2.487;13.0;92;120
185;OR-Tools;0.669334;20.315117799999996;46.583;1.693;11.0;6.097;0.5;1.706;31.0;0.935;8.0;50.0;2.634;14.0;92;120
186;RL;0.161536;22.323999881744385;44.538;1.717;9.231;10.088;0.707;3.27;18.0;0.547;3.0;50.0;2.548;15.0;93;120
187;OR-Tools;0.770998;23.236104799999993;48.25;1.936;11.0;5.137;0.635;1.809;32.0;0.89;9.0;50.0;2.97;14.0;93;120
188;RL;0.166962;17.539910078048706;46.769;1.349;9.231;6.207;0.471;2.351;27.0;0.571;5.0;50.0;1.969;13.0;94;120
189;OR-Tools;1.02727;18.0075475;46.769;1.385;10.231;4.604;0.452;1.878;34.0;0.667;7.0;50.0;2.116;13.0;94;120
190;RL;0.183046;18.914746522903442;46.923;1.455;9.231;5.993;0.621;1.964;28.0;0.429;5.0;50.0;2.383;12.0;95;120
191;OR-Tools;1.039481;19.371144899999997;46.923;1.49;10.231;3.639;0.618;1.833;37.0;0.446;6.0;50.0;2.568;13.0;95;120
192;RL;0.163968;16.65510445833206;46.154;1.281;9.231;6.974;0.36;2.619;24.0;0.385;4.0;50.0;1.749;15.0;96;120
193;OR-Tools;1.047772;16.664122;46.154;1.282;10.231;6.719;0.56;3.086;28.0;0.415;5.0;50.0;2.545;17.0;96;120
194;RL;0.172964;20.227075695991516;47.538;1.556;9.231;5.395;0.445;2.421;30.0;0.968;4.0;50.0;2.295;14.0;97;120
195;OR-Tools;0.750057;20.602303599999995;47.538;1.585;10.231;6.009;0.529;1.964;28.0;0.71;6.0;50.0;2.451;13.0;97;120
196;RL;0.185963;21.314935088157654;46.615;1.64;9.231;9.57;0.589;2.743;15.0;0.242;2.0;50.0;2.411;13.0;98;120
197;OR-Tools;1.257003;20.710216900000002;46.615;1.593;10.231;7.124;0.628;2.619;24.0;0.317;4.0;50.0;2.594;14.0;98;120
198;RL;0.182;19.030310809612274;45.615;1.464;9.231;9.828;0.545;2.488;19.0;0.522;3.0;50.0;2.257;12.0;99;120
199;OR-Tools;0.705034;20.044342499999996;49.417;1.67;11.0;0.996;0.459;2.089;47.0;0.896;8.0;50.0;2.284;14.0;99;120
0;RL;0.196962;23.89083781838417;47.467;1.593;8.667;6.823;0.622;1.676;23.0;0.264;4.0;50.0;2.475;11.0;0;130
1;OR-Tools;0.987035;25.295680100000002;47.467;1.686;9.667;6.413;0.76;1.543;25.0;0.313;6.0;50.0;3.159;13.0;0;130
2;RL;0.174967;20.987554728984833;46.231;1.614;10.0;8.899;0.594;3.342;21.0;0.583;3.0;50.0;2.52;15.0;1;130
3;OR-Tools;0.82304;21.753884000000003;46.231;1.673;11.0;9.506;0.691;2.944;16.0;0.152;3.0;50.0;2.903;14.0;1;130
4;RL;0.193964;24.935421958565712;46.267;1.662;8.667;11.714;0.691;3.2;4.0;0.127;1.0;50.0;2.767;14.0;2;130
5;OR-Tools;0.764038;25.3675843;49.571;1.812;10.286;1.089;0.58;2.234;46.0;0.847;7.0;50.0;2.852;16.0;2;130
6;RL;0.19696;20.338617354631424;45.533;1.356;8.667;11.128;0.511;2.582;6.0;0.126;1.0;50.0;2.039;12.0;3;130
7;OR-Tools;0.810215;21.5146705;48.786;1.537;10.286;3.49;0.482;1.49;37.0;0.725;7.0;50.0;2.348;13.0;3;130
8;RL;0.208606;20.678739190101624;48.077;1.591;10.0;5.469;0.574;2.677;30.0;0.642;4.0;50.0;2.501;14.0;4;130
9;OR-Tools;0.989014;21.1920957;48.077;1.63;11.0;3.252;0.604;2.483;38.0;0.712;6.0;50.0;2.537;15.0;4;130
10;RL;0.207043;20.881369471549988;46.714;1.492;9.286;5.635;0.49;2.4;32.0;0.65;4.0;50.0;2.24;13.0;5;130
11;OR-Tools;1.448655;21.267739400000004;46.714;1.519;10.286;5.413;0.523;1.939;32.0;0.65;7.0;50.0;2.5;13.0;5;130
12;RL;0.244023;18.830689668655396;47.857;1.345;9.286;3.939;0.383;2.091;35.0;0.72;5.0;50.0;1.914;13.0;6;130
13;OR-Tools;1.225463;19.2197119;47.857;1.373;10.286;3.676;0.487;1.684;39.0;0.64;8.0;50.0;2.178;13.0;6;130
14;RL;0.174958;20.020014867186546;45.786;1.43;9.286;10.657;0.545;2.525;11.0;0.22;2.0;50.0;2.137;12.0;7;130
15;OR-Tools;1.741305;19.871468499999995;49.308;1.529;11.0;1.032;0.477;1.354;47.0;0.907;9.0;50.0;2.248;14.0;7;130
16;RL;0.178061;16.810785055160522;47.769;1.293;10.0;2.522;0.235;1.155;43.0;0.705;8.0;50.0;1.571;12.0;8;130
17;OR-Tools;1.152098;17.271975100000002;47.769;1.329;11.0;4.885;0.332;2.082;32.0;0.729;6.0;50.0;1.84;14.0;8;130
18;RL;0.198963;20.278213798999786;48.846;1.56;10.0;2.075;0.395;1.581;43.0;0.848;8.0;50.0;2.263;13.0;9;130
19;OR-Tools;0.994168;20.350238299999997;48.846;1.565;11.0;1.864;0.484;1.732;45.0;0.914;8.0;50.0;2.35;14.0;9;130
20;RL;0.186959;21.93929609656334;45.714;1.567;9.286;11.835;0.61;2.813;5.0;0.217;2.0;50.0;2.494;14.0;10;130
21;OR-Tools;0.724183;22.656912600000002;49.231;1.743;11.0;1.739;0.646;1.528;44.0;0.63;9.0;50.0;2.917;14.0;10;130
22;RL;0.174962;18.88032966852188;48.538;1.452;10.0;3.256;0.516;2.38;38.0;0.681;6.0;50.0;2.358;13.0;11;130
23;OR-Tools;1.413556;19.2190126;48.538;1.478;11.0;2.847;0.506;2.273;40.0;0.611;8.0;50.0;2.158;16.0;11;130
24;RL;0.191964;17.03583037853241;47.5;1.217;9.286;3.858;0.33;1.541;36.0;0.583;6.0;50.0;1.813;12.0;12;130
25;OR-Tools;1.063734;17.192686300000002;47.5;1.228;10.286;4.398;0.387;1.437;37.0;0.578;8.0;50.0;1.774;14.0;12;130
26;RL;0.176001;18.772082030773163;47.923;1.444;10.0;6.048;0.468;2.415;28.0;0.672;4.0;50.0;2.212;13.0;13;130
27;OR-Tools;1.179398;19.1588455;47.923;1.474;11.0;3.989;0.506;1.958;35.0;0.55;7.0;50.0;2.316;14.0;13;130
28;RL;0.173962;22.858305394649506;48.0;1.633;9.286;4.206;0.502;2.199;34.0;0.783;5.0;50.0;2.498;13.0;14;130
29;OR-Tools;0.937002;23.2212113;48.0;1.659;10.286;4.188;0.596;2.525;36.0;0.71;7.0;50.0;2.606;15.0;14;130
30;RL;0.182964;17.723545014858246;46.0;1.266;9.286;10.735;0.438;2.92;9.0;0.262;2.0;50.0;1.985;14.0;15;130
31;OR-Tools;1.124083;17.9019834;49.538;1.377;11.0;1.391;0.504;1.78;45.0;0.588;8.0;50.0;2.3;14.0;15;130
32;RL;0.187963;17.157074332237244;45.214;1.226;9.286;11.151;0.502;3.292;7.0;0.097;1.0;50.0;1.946;13.0;16;130
33;OR-Tools;1.276047;18.765434699999997;48.692;1.443;11.0;1.974;0.582;2.449;43.0;0.825;7.0;50.0;3.046;16.0;16;130
34;RL;0.211001;21.393752932548523;48.214;1.528;9.286;2.517;0.467;1.49;42.0;0.784;7.0;50.0;2.306;12.0;17;130
35;OR-Tools;1.358596;21.8323106;48.214;1.559;10.286;3.093;0.487;1.069;40.0;0.756;8.0;50.0;2.312;12.0;17;130
36;RL;0.215;23.45365036278963;44.4;1.564;8.667;11.77;0.615;2.637;9.0;0.1;1.0;50.0;2.412;11.0;18;130
37;OR-Tools;1.130034;23.343497299999996;47.571;1.667;10.286;3.777;0.487;0.914;38.0;0.814;9.0;50.0;2.343;12.0;18;130
38;RL;0.205958;20.6082626581192;47.154;1.585;10.0;7.105;0.546;2.309;24.0;0.751;5.0;50.0;2.346;13.0;19;130
39;OR-Tools;1.312036;21.098962500000003;47.154;1.623;11.0;9.379;0.652;3.109;16.0;0.27;3.0;50.0;2.499;15.0;19;130
40;RL;0.18096;24.236451148986816;47.357;1.731;9.286;5.891;0.457;1.684;28.0;0.742;6.0;50.0;2.539;12.0;20;130
41;OR-Tools;0.930075;25.075193299999995;47.357;1.791;10.286;6.755;0.643;1.729;25.0;0.488;6.0;50.0;2.838;13.0;20;130
42;RL;0.191994;21.986225962638855;48.923;1.691;10.0;1.891;0.511;1.291;43.0;0.815;7.0;50.0;2.5;12.0;21;130
43;OR-Tools;1.036129;23.080071599999997;48.923;1.775;11.0;1.977;0.583;1.528;43.0;0.96;8.0;50.0;2.785;13.0;21;130
44;RL;0.184486;21.974249601364136;46.375;1.373;8.125;10.085;0.531;2.277;9.0;0.082;1.0;50.0;2.162;11.0;22;130
45;OR-Tools;0.989094;23.421668100000005;49.467;1.561;9.667;0.99;0.563;1.291;47.0;0.593;8.0;50.0;2.415;12.0;22;130
46;RL;0.189;19.416585564613342;47.0;1.494;10.0;5.508;0.573;2.677;30.0;0.515;5.0;50.0;2.561;16.0;23;130
47;OR-Tools;1.608949;19.5436235;47.0;1.503;11.0;4.882;0.546;2.38;34.0;0.636;7.0;50.0;2.536;17.0;23;130
48;RL;0.191538;20.279803812503815;45.5;1.449;9.286;9.028;0.503;2.785;15.0;0.357;2.0;50.0;2.194;14.0;24;130
49;OR-Tools;1.007456;20.039225300000002;49.0;1.541;11.0;1.915;0.584;1.633;44.0;0.657;9.0;50.0;2.891;13.0;24;130
50;RL;0.198997;17.11875143647194;46.071;1.223;9.286;9.085;0.472;3.074;15.0;0.312;2.0;50.0;1.762;14.0;25;130
51;OR-Tools;1.174251;18.0447906;49.615;1.388;11.0;0.768;0.412;1.826;48.0;0.529;8.0;50.0;1.956;14.0;25;130
52;RL;0.207967;17.522003799676895;45.929;1.252;9.286;10.688;0.443;2.946;9.0;0.146;2.0;50.0;1.861;14.0;26;130
53;OR-Tools;0.856455;19.3133703;49.462;1.486;11.0;1.127;0.435;1.915;46.0;0.756;9.0;50.0;2.323;16.0;26;130
54;RL;0.183991;18.9582616686821;45.714;1.354;9.286;9.49;0.439;2.525;14.0;0.762;4.0;50.0;2.195;14.0;27;130
55;OR-Tools;1.066607;19.1309243;49.231;1.472;11.0;1.481;0.434;2.082;45.0;0.609;8.0;50.0;2.028;14.0;27;130
56;RL;0.181968;19.932587206363678;46.714;1.424;9.286;7.508;0.489;2.585;21.0;0.587;3.0;50.0;2.297;13.0;28;130
57;OR-Tools;1.101011;21.5295761;46.714;1.538;10.286;6.753;0.634;2.335;26.0;0.656;6.0;50.0;2.551;14.0;28;130
58;RL;0.179962;22.80065828561783;47.0;1.629;9.286;7.952;0.556;2.614;20.0;0.625;6.0;50.0;2.53;13.0;29;130
59;OR-Tools;1.360362;22.9711222;47.0;1.641;10.286;8.718;0.624;2.785;17.0;0.495;5.0;50.0;2.44;16.0;29;130
60;RL;0.175961;17.436682909727097;46.143;1.245;9.286;8.699;0.402;2.585;17.0;0.141;2.0;50.0;1.75;13.0;30;130
61;OR-Tools;0.904032;19.6330283;49.692;1.51;11.0;0.63;0.426;2.449;48.0;0.678;8.0;50.0;2.041;16.0;30;130
62;RL;0.185993;20.156685709953308;47.077;1.551;10.0;5.575;0.518;2.614;31.0;0.749;4.0;50.0;2.235;13.0;31;130
63;OR-Tools;1.247035;20.2646496;47.077;1.559;11.0;7.588;0.56;2.309;22.0;0.492;5.0;50.0;2.298;14.0;31;130
64;RL;0.183967;20.543988943099976;48.615;1.58;10.0;1.387;0.416;1.225;45.0;0.937;8.0;50.0;2.294;11.0;32;130
65;OR-Tools;0.909132;21.797759799999994;48.615;1.677;11.0;4.7;0.566;2.16;33.0;0.479;6.0;50.0;2.793;14.0;32;130
66;RL;0.182959;21.825006902217865;47.385;1.679;10.0;7.124;0.601;2.517;24.0;0.4;4.0;50.0;2.615;14.0;33;130
67;OR-Tools;1.142628;21.689288;47.385;1.668;11.0;4.253;0.718;2.273;35.0;0.392;7.0;50.0;2.874;15.0;33;130
68;RL;0.191968;19.906931400299072;47.933;1.327;8.667;2.52;0.283;1.397;40.0;0.908;7.0;50.0;2.014;11.0;34;130
69;OR-Tools;1.368024;19.6152148;47.933;1.308;9.667;3.973;0.413;2.127;38.0;0.639;6.0;50.0;2.091;14.0;34;130
70;RL;0.197999;18.09762281179428;46.786;1.293;9.286;8.631;0.396;2.301;17.0;0.445;3.0;50.0;1.774;11.0;35;130
71;OR-Tools;1.077932;18.971995099999997;46.786;1.355;10.286;8.64;0.418;2.367;17.0;0.391;4.0;50.0;1.97;14.0;35;130
72;RL;0.203994;22.428142368793488;44.933;1.495;8.667;11.931;0.517;2.992;9.0;0.559;1.0;50.0;2.154;12.0;36;130
73;OR-Tools;0.742329;22.7921745;48.143;1.628;10.286;3.159;0.6;1.383;41.0;0.824;9.0;50.0;2.334;12.0;36;130
74;RL;0.188475;26.593493930995464;45.4;1.773;8.667;11.63;0.753;3.177;8.0;0.077;1.0;50.0;3.035;14.0;37;130
75;OR-Tools;0.961938;27.1839285;48.643;1.942;10.286;3.003;0.719;1.773;39.0;0.627;8.0;50.0;3.151;14.0;37;130
76;RL;0.179037;22.109274446964264;45.714;1.579;9.286;7.69;0.551;2.644;27.0;0.628;4.0;50.0;2.267;13.0;38;130
77;OR-Tools;0.993039;22.543257000000004;49.231;1.734;11.0;1.166;0.53;1.78;47.0;0.949;8.0;50.0;2.701;14.0;38;130
78;RL;0.199967;21.645822674036026;44.8;1.443;8.667;10.185;0.6;3.109;9.0;0.109;1.0;50.0;2.193;14.0;39;130
79;OR-Tools;1.043675;20.9151844;48.0;1.494;10.286;5.791;0.596;2.555;28.0;0.398;6.0;50.0;2.251;14.0;39;130
80;RL;0.212961;21.637772798538208;46.0;1.443;8.667;10.67;0.561;2.554;8.0;0.206;1.0;50.0;2.281;11.0;40;130
81;OR-Tools;0.782035;22.6117531;49.286;1.615;10.286;0.994;0.595;1.069;47.0;0.718;8.0;50.0;2.677;12.0;40;130
82;RL;0.186966;19.417440712451935;46.143;1.387;9.286;7.675;0.513;3.221;25.0;0.619;4.0;50.0;2.309;17.0;41;130
83;OR-Tools;1.07753;20.182417;49.692;1.552;11.0;0.63;0.47;1.915;48.0;0.91;8.0;50.0;2.259;14.0;41;130
84;RL;0.178019;19.005179464817047;47.786;1.358;9.286;3.725;0.337;1.541;38.0;0.738;7.0;50.0;1.905;11.0;42;130
85;OR-Tools;0.89031;19.4366757;47.786;1.388;10.286;4.441;0.495;1.858;33.0;0.584;6.0;50.0;2.54;13.0;42;130
86;RL;0.198963;24.376866310834885;45.923;1.875;10.0;10.202;0.696;3.488;13.0;0.264;2.0;50.0;2.75;16.0;43;130
87;OR-Tools;0.85002;25.3776961;49.75;2.115;11.833;0.622;0.754;2.791;48.0;0.836;8.0;50.0;3.202;16.0;43;130
88;RL;0.172959;24.84816111624241;46.071;1.775;9.286;12.425;0.653;2.701;3.0;0.187;1.0;50.0;2.788;12.0;44;130
89;OR-Tools;1.12397;25.633611600000002;46.071;1.831;10.286;9.393;0.616;2.268;16.0;0.351;4.0;50.0;2.675;12.0;44;130
90;RL;0.176944;20.818357527256012;46.357;1.487;9.286;6.89;0.563;2.128;25.0;0.466;4.0;50.0;2.344;13.0;45;130
91;OR-Tools;1.18182;21.267017799999994;46.357;1.519;10.286;6.946;0.631;2.4;24.0;0.246;4.0;50.0;2.424;15.0;45;130
92;RL;0.192963;21.644349470734596;46.071;1.546;9.286;11.283;0.578;3.148;7.0;0.132;1.0;50.0;2.343;15.0;46;130
93;OR-Tools;0.868003;21.4707763;49.615;1.652;11.0;0.65;0.431;2.55;48.0;0.971;8.0;50.0;2.226;17.0;46;130
94;RL;0.198994;24.49893844127655;47.143;1.75;9.286;7.188;0.696;2.758;23.0;0.32;3.0;50.0;2.739;13.0;47;130
95;OR-Tools;1.123001;24.870545399999994;47.143;1.776;10.286;8.717;0.762;2.494;17.0;0.458;3.0;50.0;2.875;13.0;47;130
96;RL;0.196995;16.86784338951111;48.923;1.298;10.0;1.038;0.323;2.198;47.0;0.708;7.0;50.0;1.761;14.0;48;130
97;OR-Tools;1.0131;17.766357099999997;48.923;1.367;11.0;2.499;0.39;1.826;41.0;0.621;8.0;50.0;2.107;13.0;48;130
98;RL;0.196964;18.104208648204803;48.143;1.293;9.286;2.349;0.359;2.164;42.0;0.614;6.0;50.0;2.098;13.0;49;130
99;OR-Tools;0.930034;18.7912776;48.143;1.342;10.286;3.278;0.345;1.437;38.0;0.741;9.0;50.0;1.754;14.0;49;130
100;RL;0.182962;22.06320959329605;46.286;1.576;9.286;8.633;0.557;2.673;17.0;0.328;2.0;50.0;2.343;13.0;50;130
101;OR-Tools;1.293655;23.121947400000003;49.846;1.779;11.0;0.376;0.527;1.291;49.0;0.838;9.0;50.0;2.532;14.0;50;130
102;RL;0.172962;23.9995256960392;46.929;1.714;9.286;9.809;0.667;2.813;13.0;0.213;2.0;50.0;2.677;13.0;51;130
103;OR-Tools;1.735089;23.984028000000002;46.929;1.713;10.286;8.48;0.626;2.4;18.0;0.221;4.0;50.0;2.677;15.0;51;130
104;RL;0.179961;19.064249858260155;44.6;1.271;8.667;10.084;0.523;2.526;9.0;0.168;1.0;50.0;2.059;11.0;52;130
105;OR-Tools;0.941684;19.644009899999993;47.786;1.403;10.286;5.102;0.507;2.199;31.0;0.492;5.0;50.0;2.397;13.0;52;130
106;RL;0.195963;18.286881268024445;47.857;1.306;9.286;2.958;0.446;2.367;41.0;0.695;5.0;50.0;2.192;14.0;53;130
107;OR-Tools;1.487626;19.384521200000002;47.857;1.385;10.286;4.672;0.474;2.199;33.0;0.669;6.0;50.0;2.083;14.0;53;130
108;RL;0.191968;17.322190701961517;48.923;1.332;10.0;1.188;0.297;1.871;46.0;0.947;8.0;50.0;1.928;13.0;54;130
109;OR-Tools;1.25367;17.5140328;48.923;1.347;11.0;2.753;0.361;1.472;40.0;0.766;9.0;50.0;1.958;14.0;54;130
110;RL;0.193998;18.493427872657776;48.5;1.321;9.286;2.565;0.403;1.541;41.0;0.619;7.0;50.0;1.931;12.0;55;130
111;OR-Tools;0.93927;19.979900100000002;48.5;1.427;10.286;3.546;0.626;2.054;38.0;0.247;7.0;50.0;2.483;14.0;55;130
112;RL;0.197998;18.511670023202896;46.429;1.322;9.286;8.419;0.456;2.494;18.0;0.329;2.0;50.0;1.954;11.0;56;130
113;OR-Tools;0.901926;18.9559103;46.429;1.354;10.286;10.256;0.549;2.494;11.0;0.252;3.0;50.0;2.232;13.0;56;130
114;RL;0.184996;16.91707544028759;45.667;1.128;8.667;10.314;0.339;2.61;9.0;0.191;1.0;50.0;1.638;12.0;57;130
115;OR-Tools;0.973832;18.4440229;48.929;1.317;10.286;1.859;0.402;1.437;43.0;0.738;8.0;50.0;2.06;12.0;57;130
116;RL;0.226033;21.855841755867004;48.154;1.681;10.0;2.544;0.642;2.677;41.0;0.54;7.0;50.0;2.571;14.0;58;130
117;OR-Tools;1.127098;21.7637436;48.154;1.674;11.0;5.49;0.77;2.646;30.0;0.541;7.0;50.0;2.815;16.0;58;130
118;RL;0.232318;19.810393571853638;46.467;1.321;8.667;6.424;0.359;2.024;26.0;0.651;4.0;50.0;1.92;12.0;59;130
119;OR-Tools;0.950572;20.811850200000002;46.467;1.387;9.667;5.878;0.441;2.093;28.0;0.808;5.0;50.0;2.166;13.0;59;130
120;RL;0.227196;24.028781235218048;47.429;1.716;9.286;7.09;0.527;2.525;23.0;0.692;3.0;50.0;2.682;13.0;60;130
121;OR-Tools;1.646076;24.4323466;47.429;1.745;10.286;4.201;0.538;1.858;36.0;0.775;6.0;50.0;2.814;13.0;60;130
122;RL;0.185474;23.505977302789688;47.071;1.679;9.286;8.983;0.596;2.525;16.0;0.386;2.0;50.0;2.574;13.0;61;130
123;OR-Tools;1.076905;24.564818900000002;47.071;1.755;10.286;10.388;0.653;2.644;11.0;0.316;3.0;50.0;2.821;14.0;61;130
124;RL;0.19531;21.0095097720623;45.385;1.616;10.0;10.524;0.635;3.291;12.0;0.143;2.0;50.0;2.344;13.0;62;130
125;OR-Tools;1.092214;21.4923898;49.167;1.791;11.833;1.586;0.531;1.946;45.0;0.946;9.0;50.0;2.619;15.0;62;130
126;RL;0.202964;18.22614750266075;46.067;1.215;8.667;10.905;0.418;2.61;7.0;0.388;2.0;50.0;1.874;13.0;63;130
127;OR-Tools;1.057235;19.233106499999998;49.357;1.374;10.286;0.842;0.488;1.204;48.0;0.767;9.0;50.0;2.381;13.0;63;130
128;RL;0.18796;20.224798023700714;48.0;1.445;9.286;4.038;0.395;1.816;35.0;0.78;5.0;50.0;2.132;13.0;64;130
129;OR-Tools;0.890912;20.716034;48.0;1.48;10.286;3.211;0.512;2.054;38.0;0.552;8.0;50.0;2.482;16.0;64;130
130;RL;0.191589;21.300742030143738;48.385;1.639;10.0;2.063;0.489;1.633;43.0;0.819;7.0;50.0;2.266;14.0;65;130
131;OR-Tools;1.321328;22.0362311;48.385;1.695;11.0;2.142;0.598;2.273;43.0;0.846;7.0;50.0;2.919;15.0;65;130
132;RL;0.22865;18.25320154428482;47.071;1.304;9.286;7.054;0.518;2.701;23.0;0.315;3.0;50.0;2.003;13.0;66;130
133;OR-Tools;1.112823;18.144796200000002;47.071;1.296;10.286;5.456;0.518;2.644;31.0;0.388;5.0;50.0;2.059;14.0;66;130
134;RL;0.166963;16.679704308509827;47.308;1.283;10.0;5.36;0.39;2.082;30.0;0.559;5.0;50.0;2.099;13.0;67;130
135;OR-Tools;1.150087;17.1692407;47.308;1.321;11.0;3.816;0.434;2.082;36.0;0.753;7.0;50.0;2.059;14.0;67;130
136;RL;0.187996;20.814786553382874;46.714;1.487;9.286;6.888;0.503;2.091;29.0;0.637;5.0;50.0;2.15;13.0;68;130
137;OR-Tools;1.454569;21.097987899999996;46.714;1.507;10.286;9.474;0.62;2.367;14.0;0.177;3.0;50.0;2.451;12.0;68;130
138;RL;0.198018;23.76846644282341;45.857;1.698;9.286;11.292;0.675;2.758;7.0;0.114;1.0;50.0;2.636;12.0;69;130
139;OR-Tools;1.121211;23.4526231;49.385;1.804;11.0;1.387;0.525;1.08;45.0;0.762;9.0;50.0;2.641;13.0;69;130
140;RL;0.207998;18.589008331298828;48.5;1.328;9.286;3.695;0.345;2.016;36.0;0.613;6.0;50.0;1.962;13.0;70;130
141;OR-Tools;0.914905;19.098045499999998;48.5;1.364;10.286;3.082;0.465;1.383;39.0;0.506;8.0;50.0;2.361;13.0;70;130
142;RL;0.195964;21.75027346611023;48.154;1.673;10.0;3.579;0.423;1.354;38.0;1.059;8.0;50.0;2.274;12.0;71;130
143;OR-Tools;1.704053;21.5249657;48.154;1.656;11.0;3.826;0.55;2.121;36.0;0.437;6.0;50.0;2.406;13.0;71;130
144;RL;0.214995;25.65878063440323;44.0;1.833;9.286;12.938;0.722;3.539;13.0;0.29;2.0;50.0;2.632;13.0;72;130
145;OR-Tools;1.088871;25.445683;47.385;1.957;11.0;6.577;0.631;2.858;26.0;0.76;5.0;50.0;2.954;16.0;72;130
146;RL;0.192005;21.450937271118164;46.643;1.532;9.286;5.329;0.465;1.816;32.0;0.558;7.0;50.0;2.184;13.0;73;130
147;OR-Tools;1.09107;21.069712799999998;46.643;1.505;10.286;9.153;0.563;2.199;15.0;0.324;5.0;50.0;2.26;14.0;73;130
148;RL;0.217962;19.503379225730896;48.0;1.393;9.286;2.572;0.466;1.541;42.0;0.767;6.0;50.0;2.256;12.0;74;130
149;OR-Tools;2.721728;19.5488523;48.0;1.396;10.286;2.935;0.502;1.59;41.0;0.649;7.0;50.0;2.255;13.0;74;130
150;RL;0.221965;20.293675363063812;47.385;1.561;10.0;5.173;0.525;2.16;31.0;0.466;6.0;50.0;2.57;15.0;75;130
151;OR-Tools;0.799888;21.0142752;47.385;1.616;11.0;7.171;0.631;2.236;24.0;0.423;5.0;50.0;2.672;15.0;75;130
152;RL;0.189033;21.261306762695312;46.357;1.519;9.286;9.262;0.524;2.758;15.0;0.391;2.0;50.0;2.294;13.0;76;130
153;OR-Tools;0.634;22.349370399999998;49.923;1.719;11.0;0.277;0.519;1.958;49.0;0.953;8.0;50.0;2.411;14.0;76;130
154;RL;0.223976;22.3795363008976;46.4;1.492;8.667;11.469;0.629;2.968;6.0;0.14;1.0;50.0;2.398;14.0;77;130
155;OR-Tools;0.891003;24.3493329;49.714;1.739;10.286;0.825;0.687;1.637;47.0;0.682;8.0;50.0;3.158;13.0;77;130
156;RL;0.190959;18.29090942442417;44.467;1.219;8.667;9.635;0.595;3.039;14.0;0.237;2.0;50.0;2.12;14.0;78;130
157;OR-Tools;1.538454;19.095531200000003;47.643;1.364;10.286;4.378;0.603;2.494;35.0;0.45;6.0;50.0;2.323;17.0;78;130
158;RL;0.194547;19.83231472969055;46.0;1.417;9.286;10.175;0.463;2.614;11.0;0.423;2.0;50.0;2.073;12.0;79;130
